trial,phase_distance,phase_0,phase_1,phase_2,phase_3
224,3.0841449141942703,2.2507908835271524e-06,0.818649228809334,0.8573858489726294,0.37637914354607105
225,2.5548900374575108,2.2507883846461094e-06,0.28157769860455384,0.21427043988523,0.288283011034337
226,1.606738750916755,2.2507908835271524e-06,0.6707886048680066,0.6198894949756968,0.8337647780961429
227,2.8046097858654404,2.2507908835271524e-06,0.09367513049936325,0.2175758532607493,0.7661234488501125
228,2.523584167533153,2.2507908835271524e-06,0.9807350599768164,0.4741610307315392,0.2785469476633379
229,2.1140511795849957,2.2507908835271524e-06,0.6421030944727057,0.9127055781974334,0.02074005509874931
230,2.9028920045170787,2.2507908835271524e-06,0.9652844110023406,0.06932755483210519,0.8667526435721157
231,2.093007083782732,2.2507896340869776e-06,0.33098858670976317,0.8541341152177828,0.05943724217373406
232,2.2066149046832018,2.2507883846461094e-06,0.6495352829569001,0.5842122276224482,0.5760573629264887
233,2.702178317725702,2.2507908835271524e-06,0.0298680142980863,0.48562029951341257,0.36564847982889553
234,2.5659535660424817,2.2507908835271524e-06,0.8960633424150726,0.8115138471639813,0.07906389930918196
235,2.0054965619664564,2.2507883846461094e-06,0.4957490098315672,0.5325913583249492,0.4772016545116287
236,2.092518863899568,2.2507908835271524e-06,0.5966672373087822,0.004403860879164826,0.9765364082087086
237,1.4074440302175713,2.2507908835271524e-06,0.6669008314296128,0.3356878573440285,0.009893160787850054
238,3.227206936823893,2.2507908835271524e-06,0.966194894657929,0.19384365837687054,0.577304277486392
239,3.3196627334586624,2.2507908835271524e-06,0.11995698821697051,0.8939121432044885,0.48404521713011933
240,2.341662868877818,2.2507908835271524e-06,0.9048872160748923,0.706360129282639,0.9014161993630035
241,2.105642212204986,2.2507908835271524e-06,0.4327110776976178,0.40091928458612813,0.44515553507500144
242,2.0929091592699645,2.2507908835271524e-06,0.7185530430649474,0.7621181169833041,0.8711130887185414
243,2.649257625081729,2.2507908835271524e-06,0.34733086747771413,0.0025086707355089746,0.7366882519528717
244,1.5722151499726238,2.2507908835271524e-06,0.5781875408510333,0.5072628367852503,0.7313961928676017
245,2.959433675647078,2.2507908835271524e-06,0.2806722044701294,0.9534530108595645,0.6449579738745923
246,2.8967927779485336,2.2507908835271524e-06,0.6052930601554447,0.023823266631344386,0.48560294769193135
247,1.2612431541511526,2.2507908835271524e-06,0.32205111580107426,0.4260707439135155,0.9189755548594023
248,2.649789406845285,2.2507908835271524e-06,0.1279508294743802,0.8846189738613991,0.9408413672622777
249,2.03590378750614,2.2507908835271524e-06,0.4251243272818742,0.3688048557314647,0.36112756784084893
250,2.81081311567351,2.2507908835271524e-06,0.2471993720237473,0.804841354415617,0.351411967706389
251,2.30736514339161,2.2507908835271524e-06,0.46911825781398414,0.2371738136327777,0.6548815228871332
252,2.870961736966949,2.2507908835271524e-06,0.600484231867751,0.9835850337257349,0.4417418407519579
253,2.9094782504467407,2.2507908835271524e-06,0.6544858693788004,0.09895221151794327,0.471864510272147
